id,user_id,products,total,discounted_total,total_products,total_quantity,created_at,updated_at,order_id,products_json,product_count,total_quantity_from_products,order_value,discount_amount,avg_product_value,sk_order,_transformed_at,_pipeline_version
162,65,"[{'id': 35, 'price': 201.81, 'title': 'Product 35', 'total': 159.43, 'quantity': 1, 'discountedPrice': 159.43, 'discountPercentage': 21.0}, {'id': 59, 'price': 250.03, 'title': 'Product 59', 'total': 370.04, 'quantity': 2, 'discountedPrice': 185.02, 'discountPercentage': 26.0}, {'id': 6, 'price': 318.43, 'title': 'Product 6', 'total': 687.81, 'quantity': 3, 'discountedPrice': 229.27, 'discountPercentage': 28.000000000000004}]",1217.28,1156.42,3,6,2025-05-03 00:56:02.426480+00:00,2025-05-03 04:56:02.426480+00:00,162,"[{'id': 35, 'price': 201.81, 'title': 'Product 35', 'total': 159.43, 'quantity': 1, 'discountedPrice': 159.43, 'discountPercentage': 21.0}, {'id': 59, 'price': 250.03, 'title': 'Product 59', 'total': 370.04, 'quantity': 2, 'discountedPrice': 185.02, 'discountPercentage': 26.0}, {'id': 6, 'price': 318.43, 'title': 'Product 6', 'total': 687.81, 'quantity': 3, 'discountedPrice': 229.27, 'discountPercentage': 28.000000000000004}]",3,6,1217.28,60.8599999999999,405.76,cd9e5d6180f457c6,2026-04-19T19:39:39.306863+00:00,1.0
71,31,"[{'id': 11, 'price': 39.72, 'title': 'Product 11', 'total': 95.33, 'quantity': 3, 'discountedPrice': 31.78, 'discountPercentage': 20.0}, {'id': 80, 'price': 468.32, 'title': 'Product 80', 'total': 796.14, 'quantity': 2, 'discountedPrice': 398.07, 'discountPercentage': 15.0}]",891.47,846.9,2,5,2025-05-04 00:56:02.420482+00:00,2025-05-04 23:56:02.420482+00:00,71,"[{'id': 11, 'price': 39.72, 'title': 'Product 11', 'total': 95.33, 'quantity': 3, 'discountedPrice': 31.78, 'discountPercentage': 20.0}, {'id': 80, 'price': 468.32, 'title': 'Product 80', 'total': 796.14, 'quantity': 2, 'discountedPrice': 398.07, 'discountPercentage': 15.0}]",2,5,891.47,44.57000000000005,445.735,684d949eb3d06f8a,2026-04-19T19:39:39.306863+00:00,1.0
100,25,"[{'id': 75, 'price': 304.57, 'title': 'Product 75', 'total': 694.42, 'quantity': 3, 'discountedPrice': 231.47, 'discountPercentage': 24.0}]",694.42,659.7,1,3,2025-05-06 00:56:02.421482+00:00,2025-05-06 08:56:02.421482+00:00,100,"[{'id': 75, 'price': 304.57, 'title': 'Product 75', 'total': 694.42, 'quantity': 3, 'discountedPrice': 231.47, 'discountPercentage': 24.0}]",1,3,694.42,34.719999999999914,694.42,2dac4e8b5378d049,2026-04-19T19:39:39.306863+00:00,1.0
169,80,"[{'id': 51, 'price': 362.87, 'title': 'Product 51', 'total': 827.34, 'quantity': 3, 'discountedPrice': 275.78, 'discountPercentage': 24.0}, {'id': 33, 'price': 124.92, 'title': 'Product 33', 'total': 207.37, 'quantity': 2, 'discountedPrice': 103.68, 'discountPercentage': 17.0}, {'id': 42, 'price': 11.79, 'title': 'Product 42', 'total': 21.22, 'quantity': 2, 'discountedPrice': 10.61, 'discountPercentage': 10.0}, {'id': 54, 'price': 52.98, 'title': 'Product 54', 'total': 48.74, 'quantity': 1, 'discountedPrice': 48.74, 'discountPercentage': 8.0}, {'id': 77, 'price': 382.52, 'title': 'Product 77', 'total': 719.14, 'quantity': 2, 'discountedPrice': 359.57, 'discountPercentage': 6.0}]",1823.81,1732.62,5,10,2025-05-07 00:56:02.426480+00:00,2025-05-07 14:56:02.426480+00:00,169,"[{'id': 51, 'price': 362.87, 'title': 'Product 51', 'total': 827.34, 'quantity': 3, 'discountedPrice': 275.78, 'discountPercentage': 24.0}, {'id': 33, 'price': 124.92, 'title': 'Product 33', 'total': 207.37, 'quantity': 2, 'discountedPrice': 103.68, 'discountPercentage': 17.0}, {'id': 42, 'price': 11.79, 'title': 'Product 42', 'total': 21.22, 'quantity': 2, 'discountedPrice': 10.61, 'discountPercentage': 10.0}, {'id': 54, 'price': 52.98, 'title': 'Product 54', 'total': 48.74, 'quantity': 1, 'discountedPrice': 48.74, 'discountPercentage': 8.0}, {'id': 77, 'price': 382.52, 'title': 'Product 77', 'total': 719.14, 'quantity': 2, 'discountedPrice': 359.57, 'discountPercentage': 6.0}]",5,10,1823.81,91.19000000000005,364.762,b36a262d917d2b2f,2026-04-19T19:39:39.306863+00:00,1.0
195,84,"[{'id': 46, 'price': 379.29, 'title': 'Product 46', 'total': 830.65, 'quantity': 3, 'discountedPrice': 276.88, 'discountPercentage': 27.0}, {'id': 58, 'price': 64.57, 'title': 'Product 58', 'total': 149.16, 'quantity': 3, 'discountedPrice': 49.72, 'discountPercentage': 23.0}, {'id': 62, 'price': 277.62, 'title': 'Product 62', 'total': 433.09, 'quantity': 2, 'discountedPrice': 216.54, 'discountPercentage': 22.0}, {'id': 95, 'price': 309.34, 'title': 'Product 95', 'total': 309.34, 'quantity': 1, 'discountedPrice': 309.34, 'discountPercentage': 0.0}, {'id': 78, 'price': 379.74, 'title': 'Product 78', 'total': 569.61, 'quantity': 2, 'discountedPrice': 284.81, 'discountPercentage': 25.0}]",2291.85,2177.26,5,11,2025-05-13 00:56:02.428484+00:00,2025-05-13 11:56:02.428484+00:00,195,"[{'id': 46, 'price': 379.29, 'title': 'Product 46', 'total': 830.65, 'quantity': 3, 'discountedPrice': 276.88, 'discountPercentage': 27.0}, {'id': 58, 'price': 64.57, 'title': 'Product 58', 'total': 149.16, 'quantity': 3, 'discountedPrice': 49.72, 'discountPercentage': 23.0}, {'id': 62, 'price': 277.62, 'title': 'Product 62', 'total': 433.09, 'quantity': 2, 'discountedPrice': 216.54, 'discountPercentage': 22.0}, {'id': 95, 'price': 309.34, 'title': 'Product 95', 'total': 309.34, 'quantity': 1, 'discountedPrice': 309.34, 'discountPercentage': 0.0}, {'id': 78, 'price': 379.74, 'title': 'Product 78', 'total': 569.61, 'quantity': 2, 'discountedPrice': 284.81, 'discountPercentage': 25.0}]",5,11,2291.85,114.58999999999969,458.37,58ccfb09310b978e,2026-04-19T19:39:39.306863+00:00,1.0
31,17,"[{'id': 77, 'price': 280.61, 'title': 'Product 77', 'total': 409.69, 'quantity': 2, 'discountedPrice': 204.85, 'discountPercentage': 27.0}]",409.69,389.21,1,2,2025-05-14 00:56:02.417483+00:00,2025-05-14 18:56:02.417483+00:00,31,"[{'id': 77, 'price': 280.61, 'title': 'Product 77', 'total': 409.69, 'quantity': 2, 'discountedPrice': 204.85, 'discountPercentage': 27.0}]",1,2,409.69,20.480000000000018,409.69,e6f61d33a92b52ee,2026-04-19T19:39:39.306863+00:00,1.0
150,44,"[{'id': 58, 'price': 19.67, 'title': 'Product 58', 'total': 44.26, 'quantity': 3, 'discountedPrice': 14.75, 'discountPercentage': 25.0}, {'id': 75, 'price': 259.49, 'title': 'Product 75', 'total': 622.78, 'quantity': 3, 'discountedPrice': 207.59, 'discountPercentage': 20.0}, {'id': 27, 'price': 171.53, 'title': 'Product 27', 'total': 488.86, 'quantity': 3, 'discountedPrice': 162.95, 'discountPercentage': 5.0}, {'id': 20, 'price': 362.77, 'title': 'Product 20', 'total': 903.3, 'quantity': 3, 'discountedPrice': 301.1, 'discountPercentage': 17.0}]",2059.2,1956.24,4,12,2025-05-16 00:56:02.425482+00:00,2025-05-16 05:56:02.425482+00:00,150,"[{'id': 58, 'price': 19.67, 'title': 'Product 58', 'total': 44.26, 'quantity': 3, 'discountedPrice': 14.75, 'discountPercentage': 25.0}, {'id': 75, 'price': 259.49, 'title': 'Product 75', 'total': 622.78, 'quantity': 3, 'discountedPrice': 207.59, 'discountPercentage': 20.0}, {'id': 27, 'price': 171.53, 'title': 'Product 27', 'total': 488.86, 'quantity': 3, 'discountedPrice': 162.95, 'discountPercentage': 5.0}, {'id': 20, 'price': 362.77, 'title': 'Product 20', 'total': 903.3, 'quantity': 3, 'discountedPrice': 301.1, 'discountPercentage': 17.0}]",4,12,2059.2,102.95999999999981,514.8,3798364d76a396de,2026-04-19T19:39:39.306863+00:00,1.0
64,67,"[{'id': 19, 'price': 57.26, 'title': 'Product 19', 'total': 168.34, 'quantity': 3, 'discountedPrice': 56.11, 'discountPercentage': 2.0}, {'id': 22, 'price': 110.39, 'title': 'Product 22', 'total': 258.31, 'quantity': 3, 'discountedPrice': 86.1, 'discountPercentage': 22.0}, {'id': 81, 'price': 498.67, 'title': 'Product 81', 'total': 423.87, 'quantity': 1, 'discountedPrice': 423.87, 'discountPercentage': 15.0}, {'id': 83, 'price': 37.7, 'title': 'Product 83', 'total': 30.16, 'quantity': 1, 'discountedPrice': 30.16, 'discountPercentage': 20.0}]",880.68,836.65,4,8,2025-05-18 00:56:02.419484+00:00,2025-05-18 09:56:02.419484+00:00,64,"[{'id': 19, 'price': 57.26, 'title': 'Product 19', 'total': 168.34, 'quantity': 3, 'discountedPrice': 56.11, 'discountPercentage': 2.0}, {'id': 22, 'price': 110.39, 'title': 'Product 22', 'total': 258.31, 'quantity': 3, 'discountedPrice': 86.1, 'discountPercentage': 22.0}, {'id': 81, 'price': 498.67, 'title': 'Product 81', 'total': 423.87, 'quantity': 1, 'discountedPrice': 423.87, 'discountPercentage': 15.0}, {'id': 83, 'price': 37.7, 'title': 'Product 83', 'total': 30.16, 'quantity': 1, 'discountedPrice': 30.16, 'discountPercentage': 20.0}]",4,8,880.68,44.02999999999997,220.17,f1a090a2e12d7180,2026-04-19T19:39:39.306863+00:00,1.0
23,34,"[{'id': 80, 'price': 304.94, 'title': 'Product 80', 'total': 500.1, 'quantity': 2, 'discountedPrice': 250.05, 'discountPercentage': 18.0}]",500.1,475.1,1,2,2025-05-20 00:56:02.417483+00:00,2025-05-20 02:56:02.417483+00:00,23,"[{'id': 80, 'price': 304.94, 'title': 'Product 80', 'total': 500.1, 'quantity': 2, 'discountedPrice': 250.05, 'discountPercentage': 18.0}]",1,2,500.1,25.0,500.1,41e8ae8c450c9034,2026-04-19T19:39:39.306863+00:00,1.0
124,41,"[{'id': 40, 'price': 224.86, 'title': 'Product 40', 'total': 177.64, 'quantity': 1, 'discountedPrice': 177.64, 'discountPercentage': 21.0}, {'id': 29, 'price': 171.79, 'title': 'Product 29', 'total': 336.71, 'quantity': 2, 'discountedPrice': 168.35, 'discountPercentage': 2.0}, {'id': 15, 'price': 445.22, 'title': 'Product 15', 'total': 658.93, 'quantity': 2, 'discountedPrice': 329.46, 'discountPercentage': 26.0}, {'id': 2, 'price': 131.71, 'title': 'Product 2', 'total': 255.52, 'quantity': 2, 'discountedPrice': 127.76, 'discountPercentage': 3.0}]",1428.8,1357.36,4,7,2025-05-20 00:56:02.423482+00:00,2025-05-20 02:56:02.423482+00:00,124,"[{'id': 40, 'price': 224.86, 'title': 'Product 40', 'total': 177.64, 'quantity': 1, 'discountedPrice': 177.64, 'discountPercentage': 21.0}, {'id': 29, 'price': 171.79, 'title': 'Product 29', 'total': 336.71, 'quantity': 2, 'discountedPrice': 168.35, 'discountPercentage': 2.0}, {'id': 15, 'price': 445.22, 'title': 'Product 15', 'total': 658.93, 'quantity': 2, 'discountedPrice': 329.46, 'discountPercentage': 26.0}, {'id': 2, 'price': 131.71, 'title': 'Product 2', 'total': 255.52, 'quantity': 2, 'discountedPrice': 127.76, 'discountPercentage': 3.0}]",4,7,1428.8,71.44000000000005,357.2,35d9090281aa80bd,2026-04-19T19:39:39.306863+00:00,1.0
15,92,"[{'id': 39, 'price': 85.6, 'title': 'Product 39', 'total': 202.87, 'quantity': 3, 'discountedPrice': 67.62, 'discountPercentage': 21.0}, {'id': 44, 'price': 45.9, 'title': 'Product 44', 'total': 125.31, 'quantity': 3, 'discountedPrice': 41.77, 'discountPercentage': 9.0}]",328.18,311.77,2,6,2025-05-20 00:56:02.417483+00:00,2025-05-20 08:56:02.417483+00:00,15,"[{'id': 39, 'price': 85.6, 'title': 'Product 39', 'total': 202.87, 'quantity': 3, 'discountedPrice': 67.62, 'discountPercentage': 21.0}, {'id': 44, 'price': 45.9, 'title': 'Product 44', 'total': 125.31, 'quantity': 3, 'discountedPrice': 41.77, 'discountPercentage': 9.0}]",2,6,328.18,16.410000000000025,164.09,22823ba1fd94e968,2026-04-19T19:39:39.306863+00:00,1.0
78,5,"[{'id': 36, 'price': 345.23, 'title': 'Product 36', 'total': 586.89, 'quantity': 2, 'discountedPrice': 293.45, 'discountPercentage': 15.0}, {'id': 96, 'price': 356.85, 'title': 'Product 96', 'total': 845.73, 'quantity': 3, 'discountedPrice': 281.91, 'discountPercentage': 21.0}, {'id': 10, 'price': 448.07, 'title': 'Product 10', 'total': 1250.12, 'quantity': 3, 'discountedPrice': 416.71, 'discountPercentage': 7.000000000000001}]",2682.74,2548.6,3,8,2025-05-20 00:56:02.420482+00:00,2025-05-20 21:56:02.420482+00:00,78,"[{'id': 36, 'price': 345.23, 'title': 'Product 36', 'total': 586.89, 'quantity': 2, 'discountedPrice': 293.45, 'discountPercentage': 15.0}, {'id': 96, 'price': 356.85, 'title': 'Product 96', 'total': 845.73, 'quantity': 3, 'discountedPrice': 281.91, 'discountPercentage': 21.0}, {'id': 10, 'price': 448.07, 'title': 'Product 10', 'total': 1250.12, 'quantity': 3, 'discountedPrice': 416.71, 'discountPercentage': 7.000000000000001}]",3,8,2682.74,134.13999999999987,894.2466666666666,2227b257e96b8131,2026-04-19T19:39:39.306863+00:00,1.0
182,60,"[{'id': 98, 'price': 435.41, 'title': 'Product 98', 'total': 1031.92, 'quantity': 3, 'discountedPrice': 343.97, 'discountPercentage': 21.0}, {'id': 37, 'price': 141.49, 'title': 'Product 37', 'total': 215.06, 'quantity': 2, 'discountedPrice': 107.53, 'discountPercentage': 24.0}, {'id': 95, 'price': 379.03, 'title': 'Product 95', 'total': 735.32, 'quantity': 2, 'discountedPrice': 367.66, 'discountPercentage': 3.0}]",1982.3,1883.19,3,7,2025-05-22 00:56:02.427483+00:00,2025-05-22 19:56:02.427483+00:00,182,"[{'id': 98, 'price': 435.41, 'title': 'Product 98', 'total': 1031.92, 'quantity': 3, 'discountedPrice': 343.97, 'discountPercentage': 21.0}, {'id': 37, 'price': 141.49, 'title': 'Product 37', 'total': 215.06, 'quantity': 2, 'discountedPrice': 107.53, 'discountPercentage': 24.0}, {'id': 95, 'price': 379.03, 'title': 'Product 95', 'total': 735.32, 'quantity': 2, 'discountedPrice': 367.66, 'discountPercentage': 3.0}]",3,7,1982.3,99.1099999999999,660.7666666666667,6c636599a1954f25,2026-04-19T19:39:39.306863+00:00,1.0
